Column1,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
73,74,167735.3927,20,3,85,10200,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1954,2003,1,1,13,14,1,104,3,4,1,3,3,3,0,320,1,362,404,1086,1,2,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,6,0,2,1,1989,2,2,490,4,4,2,0,0,0,0,0,0,2,1,2,0,5,2010,8,4
74,75,183003.6133,50,4,60,5790,1,0,3,3,0,0,0,17,2,2,0,5,3,6,1915,1950,2,1,12,13,1,0,2,2,1,1,3,3,5,0,5,0,840,840,1,2,0,4,840,765,0,1605,0,0,2,0,3,2,3,8,6,0,2,5,1915,2,1,379,4,4,2,0,0,202,0,0,0,2,2,2,0,5,2010,8,4
75,76,172580.3812,180,4,21,1596,1,0,3,3,0,4,0,10,2,2,3,7,4,5,1973,1973,1,1,5,5,1,0,3,4,1,2,3,1,2,462,5,0,0,462,1,4,1,4,526,462,0,988,1,0,1,0,2,1,3,5,6,0,2,3,1973,2,1,297,4,4,2,120,101,0,0,0,0,2,1,2,0,11,2009,8,4
76,77,165407.8891,20,3,70.04995837,8475,1,0,0,3,0,4,0,12,2,2,0,2,4,7,1956,1956,1,1,12,13,1,0,3,4,1,3,3,3,0,228,5,0,724,952,1,0,1,0,952,0,0,952,0,0,1,0,2,1,3,4,6,0,2,5,1956,2,1,283,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2008,8,4
77,78,176363.7739,50,4,50,8635,1,0,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,13,14,1,0,3,4,1,3,3,3,1,336,2,41,295,672,1,4,1,4,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,2,5,1948,2,1,240,4,4,2,0,0,0,0,0,0,2,2,2,0,1,2008,8,4
78,79,175182.9509,90,3,72,10778,1,0,3,3,0,4,0,19,2,2,2,2,4,5,1968,1968,3,1,6,6,1,0,3,4,1,3,3,3,5,0,5,0,1768,1768,1,4,0,4,1768,0,0,1768,0,0,2,0,4,2,3,8,6,0,2,1,1978.506164,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2010,8,4
79,80,190757.1778,50,4,60,10440,1,0,3,3,0,0,0,17,2,2,0,5,5,6,1910,1981,1,1,13,14,1,0,3,4,2,3,3,3,5,0,5,0,440,440,1,2,1,4,682,548,0,1230,0,0,1,1,2,1,3,5,6,0,2,5,1966,2,2,440,4,4,2,74,0,128,0,0,0,2,2,2,0,5,2009,8,4
80,81,167186.9958,60,3,100,13000,1,0,3,3,0,0,0,12,2,2,0,5,6,6,1968,1968,1,1,12,13,1,576,3,2,1,2,3,3,4,448,5,0,448,896,1,4,1,4,1182,960,0,2142,0,0,2,1,4,1,2,8,6,1,2,1,1968,0,1,509,4,4,2,0,72,0,0,252,0,2,2,2,0,6,2009,8,4
81,82,167839.3768,120,4,32,4500,1,0,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,1,443,3,2,2,0,1,3,2,1201,5,0,36,1237,1,0,1,4,1337,0,0,1337,1,0,2,0,2,1,3,5,6,0,2,1,1998,0,2,405,4,4,2,0,199,0,0,0,0,2,2,2,0,3,2006,8,4
82,83,173912.4212,20,3,78,10206,1,0,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,2,468,3,4,2,2,3,3,2,33,5,0,1530,1563,1,0,1,4,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,2,1,2007,1,3,758,4,4,2,144,99,0,0,0,0,2,2,2,0,10,2008,8,4
83,84,154034.9174,20,3,80,8892,1,0,0,3,0,4,0,12,2,2,0,2,5,5,1960,1960,1,1,8,8,0,66,3,4,1,3,3,3,5,0,5,0,1065,1065,1,2,1,4,1065,0,0,1065,0,0,1,1,3,1,3,6,6,0,2,5,1974,2,2,461,4,4,2,74,0,0,0,0,0,2,2,2,0,7,2007,0,4
84,85,156002.9558,80,3,70.04995837,8530,1,0,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,1,6,6,1,22,3,4,2,2,3,3,5,0,5,0,384,384,1,2,1,4,804,670,0,1474,0,0,2,1,3,1,3,7,6,1,4,3,1995,0,2,400,4,4,2,120,72,0,0,0,0,2,2,2,700,5,2009,8,4
85,86,168173.9433,60,3,121,16059,1,0,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284,2,4,1,2,3,3,5,0,5,0,1288,1288,1,0,1,4,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,4,1,1991,2,2,462,4,4,2,127,82,0,0,0,0,2,2,2,0,4,2006,8,4
86,87,168882.4371,60,3,122,11911,1,0,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,1,0,2,4,2,2,3,0,5,0,5,0,684,684,1,0,1,4,684,876,0,1560,0,0,2,1,3,1,2,6,6,1,2,3,2005,0,2,400,4,4,2,100,38,0,0,0,0,2,2,2,0,3,2009,8,4
87,88,168173.9433,160,1,40,3951,1,1,3,3,0,0,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,2,76,2,4,2,2,3,0,5,0,5,0,612,612,1,0,1,4,612,612,0,1224,0,0,2,1,2,1,2,4,6,0,2,5,2009,1,2,528,4,4,2,0,234,0,0,0,0,2,2,2,0,6,2009,6,5
88,89,157580.1776,50,0,105,8470,1,0,0,3,0,0,0,9,1,1,0,0,3,2,1915,1982,3,1,9,10,1,0,1,1,1,3,0,3,5,0,5,0,1013,1013,1,4,0,4,1013,0,513,1526,0,0,1,0,2,1,1,6,6,0,2,1,1978.506164,2,0,0,4,4,0,0,0,156,0,0,0,2,2,2,0,10,2009,3,0
89,90,181922.1526,20,3,60,8070,1,0,3,3,0,4,0,5,2,2,0,2,4,5,1994,1995,1,1,12,13,1,0,3,4,2,2,3,3,2,588,5,0,402,990,1,0,1,4,990,0,0,990,1,0,1,0,3,1,3,5,6,0,2,1,1978.506164,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,8,2007,8,4
90,91,155134.2278,20,3,60,7200,1,0,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,1,0,3,4,3,3,3,3,5,0,5,0,0,0,1,4,1,0,1040,0,0,1040,0,0,1,0,2,1,3,4,6,0,2,5,1950,2,2,420,4,4,2,0,29,0,0,0,0,2,2,2,0,7,2006,8,4
91,92,188885.5733,20,3,85,8500,1,0,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203,3,4,1,3,3,3,4,600,5,0,635,1235,1,4,1,4,1235,0,0,1235,0,0,1,0,2,1,3,6,6,0,2,1,1961,2,2,480,4,4,2,0,0,0,0,0,0,2,1,2,0,12,2006,8,0
92,93,183963.193,30,3,80,13360,1,0,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,13,14,1,0,3,2,0,2,3,3,0,713,5,0,163,876,1,0,1,4,964,0,0,964,1,0,1,0,2,1,3,5,6,0,2,5,1921,2,2,432,4,4,2,0,0,44,0,0,0,2,2,2,0,8,2009,8,4
93,94,161298.7623,190,0,60,7200,1,0,3,3,0,0,0,17,2,2,1,4,6,6,1910,1998,3,1,8,8,1,0,3,4,0,3,0,2,4,1046,5,0,168,1214,2,0,0,4,1260,1031,0,2291,0,1,2,0,4,2,3,9,6,1,2,5,1900,2,2,506,4,4,2,0,0,0,0,99,0,2,2,2,0,11,2007,8,4
94,95,188613.6676,60,3,69,9337,1,0,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0,3,2,2,2,3,3,2,648,5,0,176,824,1,0,1,4,905,881,0,1786,1,0,2,1,3,1,2,7,6,0,2,1,1997,1,2,684,4,4,2,0,162,0,0,0,0,2,2,2,0,5,2007,8,4
95,96,175080.1118,60,3,70.04995837,9765,1,0,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,1,12,13,1,68,0,2,2,2,1,3,0,310,5,0,370,680,1,2,1,4,680,790,0,1470,0,0,2,1,3,1,3,6,6,1,4,3,1993,0,2,420,4,4,2,232,63,0,0,0,0,2,2,2,480,4,2009,8,4
96,97,174744.4003,20,3,78,10264,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183,2,4,2,2,3,0,0,1162,5,0,426,1588,1,0,1,4,1588,0,0,1588,0,0,2,0,3,1,2,6,6,0,2,1,1999,1,2,472,4,4,2,158,29,0,0,0,0,2,2,2,0,8,2006,8,4
97,98,168175.9113,20,3,73,10921,1,0,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,1,6,6,1,48,3,4,1,3,3,3,4,520,5,0,440,960,1,4,1,1,960,0,0,960,1,0,1,0,3,1,3,6,6,0,2,1,1965,0,1,432,4,4,1,120,0,0,0,0,0,2,2,2,0,5,2007,8,4
98,99,182333.4726,30,3,85,10625,1,0,3,3,0,0,0,7,2,2,0,2,5,5,1920,1950,1,1,13,14,1,0,3,4,0,3,3,3,0,108,5,0,350,458,1,1,0,4,835,0,0,835,0,0,1,0,2,1,3,5,6,0,2,2,1920,2,1,366,1,4,2,0,0,77,0,0,0,2,2,2,400,5,2010,0,0
99,100,158307.2067,20,3,77,9320,1,0,0,3,0,4,0,12,2,2,0,2,4,5,1959,1959,1,1,9,10,1,0,3,4,1,3,3,3,0,569,5,0,381,950,1,1,1,4,1225,0,0,1225,1,0,1,1,3,1,3,6,6,0,2,1,1978.506164,2,0,0,4,4,2,352,0,0,0,0,0,2,2,2,400,1,2010,8,4
100,101,193053.0555,20,3,70.04995837,10603,1,0,0,3,0,4,0,14,2,2,0,2,6,7,1977,2001,1,1,9,10,1,28,3,4,2,3,3,2,0,1200,5,0,410,1610,1,2,1,4,1610,0,0,1610,1,0,2,0,3,1,2,6,6,2,4,1,1977,1,2,480,4,4,2,168,68,0,0,0,0,2,2,2,0,2,2010,8,4
101,102,175031.09,60,3,77,9206,1,0,3,3,0,4,0,20,2,2,0,5,6,5,1985,1985,1,1,6,6,1,336,2,4,1,2,3,3,5,0,5,0,741,741,1,4,1,4,977,755,0,1732,0,0,2,1,3,1,2,7,6,1,4,1,1985,0,2,476,4,4,2,192,46,0,0,0,0,2,2,2,0,6,2010,8,4
102,103,160713.2946,90,3,64,7018,1,0,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,1,0,3,1,3,3,3,3,5,0,5,0,0,0,1,4,1,4,1535,0,0,1535,0,0,2,0,4,2,3,8,6,0,2,1,1979,2,2,410,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2009,8,2
103,104,173186.215,20,3,94,10402,1,0,0,3,0,0,0,5,2,2,0,2,7,5,2009,2009,1,1,12,13,1,0,3,4,2,2,3,3,5,0,5,0,1226,1226,1,0,1,4,1226,0,0,1226,0,0,2,0,3,1,2,6,6,0,2,1,2009,1,3,740,4,4,2,0,36,0,0,0,0,2,2,2,0,5,2010,8,4
104,105,191736.7598,50,4,70.04995837,7758,1,0,3,3,0,0,0,9,2,2,0,0,7,4,1931,1950,1,1,11,12,1,600,3,1,2,3,3,3,3,224,5,0,816,1040,1,0,1,1,1226,592,0,1818,0,0,1,1,4,1,3,7,6,2,4,5,1951,2,1,240,4,4,2,0,0,0,0,184,0,2,2,2,0,6,2007,8,4
105,106,170401.631,60,1,75,9375,1,0,3,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,12,13,1,768,2,4,2,0,3,3,5,0,5,0,1053,1053,1,0,1,4,1053,939,0,1992,0,0,2,1,3,1,2,9,6,1,2,1,2003,1,2,648,4,4,2,140,45,0,0,0,0,2,2,2,0,8,2008,8,4
106,107,164626.5779,30,4,60,10800,1,0,3,3,0,4,0,17,2,2,0,2,4,7,1885,1995,4,1,12,13,1,0,3,4,0,1,3,3,5,0,5,0,641,641,1,2,1,4,1047,0,0,1047,0,0,1,0,2,1,3,6,6,0,2,5,1954,2,1,273,1,1,0,0,0,0,0,0,0,2,2,2,450,8,2007,8,4
107,108,205469.4094,20,4,50,6000,1,0,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,12,13,1,0,3,4,1,3,3,3,0,104,1,169,516,789,1,0,1,4,789,0,0,789,0,0,1,0,2,1,3,5,6,0,2,5,1948,2,1,250,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2008,8,5
108,109,209561.7842,50,4,85,8500,1,0,3,3,0,0,0,9,0,2,0,0,5,7,1919,2005,1,1,5,5,1,0,3,4,1,3,3,3,5,0,5,0,793,793,2,4,0,1,997,520,0,1517,0,0,2,0,3,1,1,7,6,0,2,1,1978.506164,2,0,0,4,4,0,0,0,144,0,0,0,2,2,2,0,8,2007,8,4
109,110,182271.5031,20,3,105,11751,1,0,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,9,10,1,480,3,4,1,2,3,3,1,705,5,0,1139,1844,1,0,1,4,1844,0,0,1844,0,0,2,0,3,1,3,7,6,1,4,1,1977,1,2,546,4,4,2,0,122,0,0,0,0,2,2,2,0,1,2010,0,4
110,111,178081.5494,50,3,75,9525,1,0,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,13,14,1,0,3,4,1,3,0,3,4,444,5,0,550,994,1,2,1,4,1216,639,0,1855,0,0,2,0,4,1,3,7,6,0,2,1,1954,2,1,325,4,4,2,182,0,0,0,0,0,2,2,2,0,10,2006,8,4
111,112,178425.9561,80,3,70.04995837,7750,1,0,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,1,0,3,4,2,2,3,3,2,250,5,0,134,384,1,0,1,4,774,656,0,1430,0,0,2,1,3,1,3,7,6,1,4,3,2000,0,2,400,4,4,2,180,0,0,0,0,0,2,2,2,0,4,2010,8,4
112,113,162015.3185,60,3,77,9965,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,2,220,2,4,2,0,3,0,2,984,5,0,280,1264,1,0,1,4,1282,1414,0,2696,1,0,2,1,4,1,0,10,6,1,2,3,2007,0,3,792,4,4,2,120,184,0,0,168,0,2,2,2,0,10,2007,6,5
113,114,181722.4204,20,3,70.04995837,21000,1,0,3,0,0,0,0,6,2,2,0,2,6,5,1953,1953,3,1,13,14,1,184,3,2,1,2,3,2,0,35,4,869,905,1809,1,4,1,4,2259,0,0,2259,1,0,2,0,3,1,2,7,6,2,2,2,1953,2,2,450,4,4,2,166,120,192,0,0,0,2,2,2,0,10,2007,0,0
114,115,156705.7302,70,3,61,7259,1,0,0,3,0,4,1,6,2,2,0,5,6,8,1945,2002,2,1,13,14,1,0,3,4,1,3,3,3,0,774,3,150,104,1028,1,0,1,4,1436,884,0,2320,1,0,2,1,3,1,2,9,6,1,4,5,1945,2,1,180,4,4,2,224,0,0,0,0,0,2,2,2,0,7,2007,8,4
115,116,182902.4203,160,1,34,3230,1,1,3,3,0,0,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,1129,3,4,2,2,3,3,2,419,5,0,310,729,1,2,1,4,729,729,0,1458,0,0,2,1,2,1,3,5,6,1,1,5,1999,2,2,440,4,4,2,0,32,0,0,0,0,2,2,2,0,6,2007,8,4
116,117,157574.5954,20,3,70.04995837,11616,1,0,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,1,1,13,14,1,116,3,4,1,3,3,3,3,170,1,670,252,1092,1,4,1,4,1092,0,0,1092,0,1,1,0,3,1,3,6,6,1,3,1,1962,2,1,288,4,4,2,0,20,144,0,0,0,2,2,2,0,9,2009,8,4
117,118,184380.7391,20,3,74,8536,1,0,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,12,13,1,0,3,4,2,2,3,3,5,0,5,0,1125,1125,1,2,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,6,0,2,1,2007,2,2,430,4,4,2,80,64,0,0,0,0,2,2,2,0,4,2007,6,5
118,119,169364.4692,60,3,90,12376,1,0,3,3,0,0,0,20,2,2,0,5,7,5,1990,1990,3,1,9,10,1,0,3,4,2,2,3,2,2,1470,5,0,203,1673,1,2,1,4,1699,1523,0,3222,1,0,3,0,5,1,2,11,6,2,4,1,1990,2,3,594,4,4,2,367,0,0,0,0,0,2,2,2,0,5,2010,8,4
119,120,175846.1798,60,3,65,8461,1,0,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,1,0,2,4,2,2,3,3,5,0,5,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2005,0,2,390,4,4,2,0,24,0,0,0,0,2,2,2,0,7,2006,6,5
120,121,189673.2953,80,3,70.04995837,21453,1,0,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,9,10,1,0,3,4,1,3,3,1,0,938,5,0,0,938,1,0,1,4,988,0,0,988,1,0,1,0,1,1,3,4,6,2,4,1,1969,2,2,540,4,4,2,0,130,0,130,0,0,2,2,2,0,10,2006,8,4
121,122,174401.3177,50,4,50,6060,1,0,3,3,0,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,1,0,3,4,2,3,3,3,5,0,5,0,732,732,1,2,1,4,772,351,0,1123,0,0,1,0,3,1,3,4,6,0,2,5,1979,2,1,264,4,4,1,0,0,140,0,0,0,2,2,2,0,6,2007,8,4
122,123,179021.4487,20,3,75,9464,1,0,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135,3,2,1,3,3,3,1,570,5,0,510,1080,1,2,1,4,1080,0,0,1080,0,0,1,0,3,1,3,5,6,0,2,1,1958,2,1,288,4,4,2,0,0,0,0,130,0,2,2,2,0,6,2008,8,4
123,124,189196.8453,120,3,55,7892,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,9,10,1,0,2,4,2,2,3,3,2,300,5,0,899,1199,1,0,1,4,1199,0,0,1199,0,0,2,0,2,1,2,5,6,0,2,1,1993,1,2,530,4,4,2,0,63,0,0,0,0,2,2,2,0,3,2008,8,4
124,125,139647.0957,20,3,48,17043,1,0,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,1,0,3,2,1,2,0,3,5,0,5,0,1362,1362,1,4,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,6,1,4,1,1979,2,2,435,4,4,2,192,0,0,0,0,0,2,2,2,0,1,2009,8,4
125,126,161468.1983,190,4,60,6780,1,0,3,3,0,4,0,9,2,2,1,0,6,8,1935,1982,1,1,13,14,1,0,3,1,1,3,3,0,2,490,5,0,30,520,1,2,0,4,520,0,234,754,1,0,1,0,2,1,3,5,6,0,2,1,1978.506164,2,0,0,4,4,0,53,0,0,0,0,0,2,2,2,0,6,2006,8,4
126,127,171557.3232,120,3,70.04995837,4928,1,0,0,3,0,4,0,13,2,2,4,2,6,5,1976,1976,1,1,9,10,1,0,3,4,1,2,3,3,0,120,5,0,958,1078,1,4,1,4,958,0,0,958,0,0,2,0,2,1,3,5,6,1,4,1,1977,1,2,440,4,4,2,0,205,0,0,0,0,2,2,2,0,2,2007,8,4
127,128,179447.368,45,4,55,4388,1,0,0,0,0,4,0,17,1,2,0,1,5,7,1930,1950,1,1,14,14,1,0,3,2,0,3,3,3,3,116,5,0,556,672,1,0,1,4,840,0,0,840,0,0,1,0,3,1,3,5,6,1,4,1,1978.506164,2,0,0,4,4,0,0,0,0,0,0,0,2,2,2,0,6,2007,8,4
128,129,169611.619,60,3,69,7590,1,0,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,12,13,1,266,3,4,1,3,3,3,1,512,5,0,148,660,1,4,1,4,660,688,0,1348,0,0,1,1,3,1,3,6,6,1,1,1,1966,1,2,453,4,4,2,188,108,0,0,0,0,2,2,2,0,7,2006,8,4
129,130,172088.8727,20,3,69,8973,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1958,1991,1,1,9,10,1,85,3,4,1,3,3,3,4,567,1,28,413,1008,1,4,1,0,1053,0,0,1053,0,1,1,1,3,1,0,6,6,0,2,0,1998,1,2,750,4,4,2,0,80,0,180,0,0,2,3,2,0,7,2006,8,0
130,131,171190.6241,60,3,88,14200,1,0,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309,3,4,1,3,3,3,4,445,5,0,479,924,1,0,1,4,1216,941,0,2157,0,0,2,1,4,1,2,8,6,2,2,1,1966,0,2,487,4,4,2,105,66,0,0,0,0,2,0,2,0,5,2006,8,4
131,132,154850.5084,60,3,70.04995837,12224,1,0,0,3,0,0,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,40,2,4,2,2,3,3,2,695,5,0,297,992,1,0,1,4,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,4,3,2000,1,2,390,4,4,2,24,48,0,0,0,0,2,2,2,0,7,2009,8,4
132,133,158617.6557,20,3,75,7388,1,0,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,1,0,3,4,1,3,3,3,4,405,5,0,658,1063,1,2,1,4,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,2,5,1974,2,2,624,4,4,2,0,0,0,0,0,0,2,2,2,0,7,2007,8,4
133,134,209258.3369,20,3,70.04995837,6853,1,0,0,3,0,4,0,23,2,2,0,2,8,5,2001,2002,1,1,12,13,1,136,2,4,2,0,3,3,2,1005,5,0,262,1267,1,0,1,4,1296,0,0,1296,1,0,2,0,2,1,2,6,6,0,2,1,2001,0,2,471,4,4,2,192,25,0,0,0,0,2,2,2,0,6,2009,8,4
134,135,177939.0276,20,3,78,10335,1,0,0,3,0,4,0,19,2,2,0,2,5,6,1968,1993,1,1,9,10,1,0,3,4,1,3,3,3,4,570,5,0,891,1461,1,2,1,4,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,4,1,1968,1,2,440,4,4,2,0,96,180,0,0,0,2,2,2,0,7,2006,8,4
135,136,194631.1003,20,3,80,10400,1,0,3,3,0,4,0,14,2,2,0,2,7,6,1970,1970,3,1,9,10,1,288,3,4,2,3,3,3,5,0,5,0,1304,1304,1,2,1,4,1682,0,0,1682,0,0,2,0,3,1,3,7,6,1,2,1,1970,2,2,530,4,4,2,98,0,0,0,0,0,2,2,2,0,5,2008,8,4
136,137,213618.8716,20,3,70.04995837,10355,1,0,0,3,0,0,0,12,2,2,0,2,5,5,1967,1967,1,1,8,8,1,196,3,4,1,3,3,3,1,695,5,0,519,1214,1,4,1,4,1214,0,0,1214,0,0,2,0,3,1,3,5,6,1,1,1,1967,1,1,318,4,4,2,0,111,0,0,0,0,2,2,2,0,7,2007,8,4
137,138,198342.5042,90,3,82,11070,1,0,3,3,0,4,0,11,2,2,2,2,7,5,1988,1989,1,1,12,13,1,70,3,4,1,3,3,3,5,0,5,0,1907,1907,1,2,1,4,1959,0,0,1959,0,0,3,0,5,2,3,9,6,0,2,0,1989,2,3,766,4,4,2,0,0,0,0,0,0,2,2,2,0,7,2006,8,3
138,139,138607.9715,60,3,73,9066,1,0,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,1,12,13,1,320,2,4,2,2,3,2,2,668,5,0,336,1004,1,0,1,4,1004,848,0,1852,0,0,2,1,3,1,2,7,6,2,4,1,1999,0,3,660,4,4,2,224,106,0,0,0,0,2,0,2,0,12,2008,8,4
139,140,150778.959,60,3,65,15426,1,0,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0,3,4,2,2,3,3,2,821,5,0,107,928,1,0,1,4,928,836,0,1764,1,0,2,1,3,1,2,7,6,0,2,1,1997,1,2,470,4,4,2,276,99,0,0,0,0,2,2,2,0,8,2009,8,4
140,141,146966.2303,20,3,70,10500,1,0,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,1,0,3,4,1,3,3,3,0,432,5,0,432,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,1,3,1,1978.506164,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2010,4,4
141,142,162182.5962,20,3,78,11645,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,1,0,2,4,2,2,3,0,2,1300,5,0,434,1734,1,0,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,6,0,2,1,2005,0,2,660,4,4,2,160,24,0,0,0,0,2,2,2,0,1,2006,8,4
142,143,176825.941,50,3,71,8520,1,0,3,3,0,0,0,12,0,2,0,0,5,4,1952,1952,1,1,3,14,1,0,3,1,1,3,3,3,4,507,5,0,403,910,1,1,1,4,910,475,0,1385,0,0,2,0,4,1,3,6,6,0,2,5,2000,2,2,720,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2010,8,4
143,144,152799.8124,20,3,78,10335,1,0,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183,2,4,2,2,3,1,2,679,5,0,811,1490,1,0,1,4,1501,0,0,1501,1,0,2,0,3,1,2,6,6,0,2,1,1999,1,2,577,4,4,2,144,29,0,0,0,0,2,2,2,0,6,2009,8,4
144,145,180322.3221,90,4,70,9100,1,0,3,3,0,4,0,19,5,2,2,2,5,5,1963,1963,1,1,6,6,1,336,3,4,1,3,3,3,4,1332,5,0,396,1728,1,4,1,4,1728,0,0,1728,1,0,2,0,6,2,3,10,6,0,2,5,1963,2,2,504,4,4,2,0,0,0,0,0,0,2,2,2,0,11,2006,4,0
145,146,177508.0272,160,4,24,2522,1,0,3,3,0,4,0,7,2,2,3,5,6,5,2004,2006,1,1,12,13,2,50,2,4,2,2,3,3,5,0,5,0,970,970,1,0,1,4,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,2,5,2004,2,2,380,4,4,2,0,40,0,0,0,0,2,2,2,0,4,2006,8,4
146,147,208029.6427,30,4,51,6120,1,0,3,3,0,0,0,3,2,2,0,2,5,7,1931,1993,1,1,13,14,1,0,3,4,0,3,3,3,1,209,5,0,506,715,1,4,1,0,875,0,0,875,1,0,1,0,2,1,3,5,6,0,2,5,1931,2,1,180,1,4,2,48,0,0,0,0,0,2,2,2,0,11,2009,8,4
147,148,181987.2825,60,3,70.04995837,9505,1,0,0,3,0,1,0,8,2,2,0,5,7,5,2001,2001,1,1,12,13,1,180,2,4,2,2,3,3,5,0,5,0,884,884,1,0,1,4,884,1151,0,2035,0,0,2,1,3,1,2,8,6,1,2,3,2001,0,2,434,4,4,2,144,48,0,0,0,0,2,2,2,0,5,2010,8,4
148,149,160172.728,20,3,63,7500,1,0,3,3,0,4,0,20,2,2,0,2,7,5,2004,2005,1,1,12,13,1,120,3,4,2,2,3,3,2,680,5,0,400,1080,1,0,1,4,1080,0,0,1080,1,0,1,0,3,1,2,6,6,0,2,1,1978.506164,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2008,8,4
